emotion,text
Positive,Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0
Positive,@Jae878  thanks  I'm holding my mini laser light thingy lol. How are u?
Positive,"@michaelmagical #warmfuzzies to you, my friend"
Positive,"boopboopboop. still talking to ashley &amp; brittany.  i've been talking to ashley for forever, and our convo still goes places. we're awesome"
Positive,"@MISS_OTTAWA ur welcome, sweet dreams!"
Positive,@bribee84 LOL too funny!!!  I love my Angels hehe
Negative,@colinkelly thanks colin hearing that bad knee Imor not il crawl over the finish line  your a wee star
Positive,"@johncmayer lol that just totally made me laugh, which made my day"
Positive,@SarinneJonas thats so cool
Positive,success!
Negative,"Morning, up early to travel to today's game but reli happy my bro is coming to watch me  x"
Positive,"@TomFelton Aww Stanley, have you still got him, they can live for like 20 years right?  x"
Positive,@JackieShimamoto i love cobra starship!!  thanks for the suggestion!
Positive,Pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. They are so cute though.
Positive,@rowsell you really chose the wrong time of year to do this didnt you
Positive,"@jojowright thank you, god bless im going to eaat my in in out"
Positive,"@patriciaco Youtube. ) Really awesome quality, actually."
Positive,This is dedicated to all those moms out there - Happy Mother's Day  ? http://blip.fm/~5z2g9
Positive,@lexi_bexi I totally and completely agree
Positive,just watched what happens in vegas  it was really good
Positive,@farewellcup thank you for the re-tweet
Positive,Ready to crash!...had a great day and a FUN night! I couldn't ask for anything more  Night!
Positive,@beyondthestars omg! shannon Happy Birthday!!!! I'm celebrating for you!
Positive,I didn't check Twitter till just now. Thanks everyone for all the Congrats! I really really appreciate it  #fb
Positive,@adityamishra yeah next time
Positive,"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything"
Positive,@salece the green one! It's limey
Positive,Loves when hard work pays off. Yay for being nominated for the National Society of Collegiate Scholars!! Wow!!
Positive,@DebbieZachry very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day
Positive,"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night"
Positive,@TEAMJAYDENICOLE love the background! those are my fave pics of them when they're at the beach!  thanks for the follow!
Negative,"off to mothers day brunch with the gang. YAY!!!!! It's not the Zoo, but should be just as much fun."
Positive,@dpfdpf probably something to do with FriendFeed
Positive,@DavidArchie morning David! i hope you're able to contact you're mom for Mother's Day!she seems really sweet  i guess you get it from her!
Positive,Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway
Negative,@MarkMayhew ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend
Positive,"@jordansgirl81 they can be a drag,,but for the most part they come in HANDY  hee hee"
Positive,is awake earlier than expected but is in a good mood and the sun is out
Positive,if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol
Positive,@vieriu I am blessed beyond measure
Negative,"@dangercharlie you're welcome char, glad you liked the cake, it's pretty simple you should give it a try"
Positive,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i'd tweet that.
Positive,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever
Positive,We got JoJo in for free and free drinks for Mom! My kind of night
Positive,@libras_art That would be the one.  It's awesome sauce.
Positive,i love the music video of you belong with me by taylor
Positive,"Happy Mother's day to allMothers, Cheers!!"
Positive,"@emmilyxoxo wow,that must be sooo cool"
Positive,@katehughes So what do you do when you wake up? Morning by the way
Negative,@mandysaturn13 @_Bella_Cullen13 posted and its good
Positive,@michellem You have DSL? Welcome to 2009!
Positive,"Hi tweete, surprised to see everyone still up...maybe it's the full moon"
Positive,@r_u_b_y_l totes it's gonna be fun as bi-otch. yeah she'll do it... we'll make her!!
Positive,@Dnldub Hey! I am back.  Been listening to retrorewind.  How you do always know everything.
Positive,@indigofish911 Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans
Positive,@teresanguyen oo ok. When I opened up twitterfon and it said I had a reply I was like lauren Conrad andswere me  haha
Positive,had an okay day. but hanging out with brianna and saelina was good
Positive,"@nikkidang Yeah I've been going there for the last month!!  SO amaaaazing, I'll bring some back for you"
Positive,"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day."
Positive,I want some candy!!!
Positive,"@vobes Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)"
Positive,"@mistressmia had not heard the title or author before, must look it up  Enjoy"
Positive,@patofnavar Dylan Dont think twice.
Positive,"@mcmike337 Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol"
Positive,is having fun with the traditional family dinner party for Mother's Day...
Negative,"just got back from..ahem, meal#4...was boring but had to eat nonetheless"
Negative,And they are really censoring over at nin.com and I really hesitate to go over there are talk about this
Positive,addict to &quot;long time gone&quot;
Negative,Calling it a night .... talk to yall tomorrow
Positive,Good Morning and Happy Mothers Day everyone
Positive,"@jessicasydney i did, haha. i'll run is more suitable, at the moment."
Positive,This is the earliest I've been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick
Positive,"haven't twittered in forever. yeah, just had my sixteenth birthday party tonight"
Positive,@Meshel_Laurie your dad is a superman for pulling through! Take it easy
Positive,that boy over there is something worth admiring
Positive,Ra'anana is a wonderful place
Positive,"ending my evening on the best note.  i will love you forever, tweets."
Positive,"@delamarRX931 haha, happened to me a lot of times. Know the feeling. Happy mums day to ur mom too delle"
Positive,Happy Mother's Day to all mothers including my own mom!
Positive,Prism is the MY nEW wEBTOP.. mozilla labs rocks my world...
Positive,@BB517 @mespptc Yeah I'm okay been icing and ace bandage and sitting on my @$$ on twitter... LOL Thanks
Positive,@yongfook  ack ~ of course i'm a person! but i think @alaskamiller knows that
Negative,@ericludzenski Fuck you
Positive,@akingbayo umm i like lucas and peyton  wbu ?
Negative,"@disang iya, nyokap gue pernah berkata demikian  :-|  and it's so hard to share what we have"
Negative,@Rayyychell They're for my mama  I always bake late and get worried that the mixer is gonna bother people.
Positive,"@Chaela12312 yay, I'm glad  THOUGH MAN I WANTED TO SEE IT"
Positive,"@rhettroberts haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem"
Positive,@robdelete yo  what you think of last night? was good to see ya!
Positive,Mango Medley has yummy mango and mango ice cream!
Positive,"Gotta get up early to spend some time with my mommy before I go to work, so I'm off to bed. Goodnight twitter"
Positive,well.. i just saw the dead zone for the first time. its a good TV show. @ddlovato is back
Positive,"God, i lOVE quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes."
Positive,is getting married in Vegas in November by an Elvis impersonator am so happy!!!
Positive,@jason_2008 don't be sorry  you can race for charity or just for fun. I do this one for fun.
Positive,"Man, finishing &quot;Operation Anchorage&quot; sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle"
Positive,"@jakobo A mocha at 12:30am? My, youï¿½re brave"
Positive,@yinawu Happy Mother's Day  http://bit.ly/iJm54  (my friends made the video)
Negative,I am usually more creative on Mother's Day but lately I have not been feeling creative. O.K.. Good Night.  uh Morning...
Positive,off to pearlyn's place - gran's bday + mothers' day dinner tonight!  mom went for adults' svc today!!!  (L) happy mothers' day moms!
Positive,@slicedlime That your blog? - didn't realize I was following the blogger on my RSS feed! Great idea btw
Positive,This morning is for smiling smugly to oneself. Anyone can join in
Negative,"@snoopmikey will terminator be on next week's TRS by chance? and i dont mean tuesday's release, but the next"
Positive,@TomFelton awww. sooo adorable!  how old were u in that video?
Positive,"@ahoova Thanks, that was gonna be my next tweet...You the man  Figuratively speaking"
Positive,Sha and i are fcp/macbook pro buddies now.
Negative,new photo   im hungry...getting off the computer now!
Positive,"@jo_locanawan: sure! Of course i'll pray for her too. Thank you, jo  send my warm regards to ur mom.: @jo_loc... http://bit.ly/Beih5"
Positive,Hahhahah I'm watching the greatest movie ever
Positive,I'm going to see sweeney todd on stage with my best friend for her bday today (I know I'm going to be the one who sings along!!)
Negative,@foprof LOL.  Leave a kid on internet and the kid will do stupid things.
Negative,Here  dude we got here n a table readyyy fo us
Positive,@DelicatelyReal looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now
Positive,@ahbilly are you in need of another kiss attack??
Positive,@crystallynn09 I know!! Yayy
Positive,"@heidimontag - Bless you as well sweetie, and i hope you have a wonderful weekend"
Positive,Happy Mother's Day to all Mums on Twitter
Positive,@raytoro just kick their asses and call it a day.
Positive,"Alright, I think it's time for bed...even though I'll probably surf the net for another hour before I go to sleep lol! Goodnight"
Positive,@Emmieman So ur moomie liked the Pandora? you can buy me one next lol
Positive,Happy Mothers Day!!!
Positive,HAPPY MOTHER'S DAY !!
Positive,@greggrunberg Can you please @elazar with that? I'd love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!
Positive,Happy Mothers day to all the Mothers in my life
Negative,@parboo LOL - Birmingham was my 1st love... but it's time to move on! ;) Good Morning
Positive,"3:31 loved the rain this morning,"
Positive,HAPPY MOTHERS DAY!
Positive,@ddlovato demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it
Positive,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb
Negative,"@godlessgirl ha, great description of your jealousy I must say.  I will upload a pic 2morrow.  the tat actually represents free-thinking"
Negative,"@twilightfan01 Lol, me too!!"
Positive,G'night Twitterverse! Thanks for keeping me entertained!!
Positive,"@solobasssteve Morning, dude! Ivy has decided she wants to go on a boat today. Are you guys around this PM? Would be nice to see you."
Positive,Hence the smiley face.  ha ha ha ha. Lol yeah i'm hong to be tired as fuck tomorrow. But guess what i do not care.
Positive,Happy mother's day to all the mom's! Love you mom
Positive,@stanlopez awesome..am headin there that nite after my grad dinner  c u then boi! hehe
Negative,Star Trek movie: riveting. Soundtrack: superb. Overall experience: fantastic. Alyssa jumping at german shepherd: priceless.
Positive,"can't believe I just drove all the way back to school...whatever HAPPY MOTHER'S DAY: Mommy, Precious, Candis and Granny"
Positive,@ryezzzzahh hahahaha yay!!!! Lakers!!! And I would please like some of that dip!!
Positive,Happy mothers day mom.. i love yew...
Negative,FUCK EM
Positive,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can't wait to start filling it up with entries! )
Positive,happy mothers day!!
Positive,"@snarkandboobs LOL! I liked the log ride reference, but all I think about when I think of that ride is how wet you get"
Negative,@tooshort55 it'll probably come out like I'm drunk or something...I'll be so nervous!! LOL...thats why we will be there to help eachother
Negative,At social.  just saw G-1.. Awwww
Positive,"GoodMorning, Hope Everyone Has A Beautiful Day Today  x"
Positive,With My Boy Still  He's everything to me
Positive,Is pretty hammered drunk! Props to me! Two nights in a row!!!
Positive,stood for 4 hours in heels. all for looks and to b able to look over tall people.
Positive,@nita49 A big ginger and white male cat and a little female tortoiseshell. Both indoor cats and rule the house
Negative,Home now  phone with jason and it's off to bed i go  good night and good night
Negative,@wildmanrouse cool shot!
Negative,@BizChamp yes! it definitely paid off ... thanks 4 the advice
Positive,"@JoeJonas1Fan1 I know, me too!!"
Positive,is going to help lancey cook
Negative,@NerdIndian Take that back. I am insulted.
Positive,@stephenhartley Gotta love skype! Make sure you get their new update!
Positive,"@silverarcheress ah, ok  thank youuuuuu!"
Positive,"@TomFelton Haha! What's it like looking back on work? Or fun, as I'm sure it was"
Negative,@juliegoodacre I was thinking of changing it but it is a hassle for everyone who follows us so I get to be Jason
Positive,I am in total love with my Lip ring...more than all 12 of my piercings...it is my ut-most favorite
Negative,"@kryanth heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out."
Positive,@pcsketch Well I am going to get off now so I'll talk to you later. Goodnight and good dreams
Negative,"@DHughesy @rove1974 dudes, c'mon - that's almost the ghey!"
Negative,@solangeknowles you are so freaking awesome Solange. Happy mother's day. i wish i had a mom like you...sad. blah. but best wishes!
Positive,@ Ember with Dante... I have so much fun with him  can I smile any harder...
Positive,@JoeEGO I never 4get bout u .. Your my boyfriend #2... whom I lovesssss down .. Let's chill this week
Positive,@GriffReviews LOL yea I know! I'm almost done with my semester this week  yay!!
Positive,"niqhty niqht niqht .. all toqether, GREAT day  ;; @AyyoJayFresSh ily yall !!"
Negative,Exhausted but happy  supercool gig at Love amazing crowd amazing club so happy to be there! Now off to sleep for a few hours
Positive,"better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!"
Positive,Morning People!  Just woke up now!
Positive,Had a great night! Tomorrow is mothers day
Positive,Happy Mothers Day. Take ur mothers into a special place.
Positive,"The sun is shining brightly and the day has just begun! What's in store? Wandering around les calanques maybe? Vin, definitely!"
Positive,Justin Timberlake and Leonard Nimoy? And a Dick in The Box sequel? priceless
Positive,Thank you OpenDNS for saving me from Comcast's crappy DNS server. My internet is back up to par finally.
Negative,"@NikkiBenz i hope so, recorded the pit/was game to find out it didnt record... lucky it wasn't the leafs, i woulda lost it by now"
Positive,@iMBA haha Good job getting close. Her eyes are set somewhere else though
Positive,Wrestlefest was fun! Now tune into www.latalkradio.com from 2-3 sunday and chat with me
Negative,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx"
Negative,@kelsistoudt kels i think i figured this out.. and yer my only real friend on here so im pretty much just stalking you
Positive,"Steak and shake with ramon, matt, and chris."
Negative,@joooo The rest of the week is less than 2.5 hours long
Positive,"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already."
Negative,"just got home! LET US ALL BE CONNECTED WITH GOD, CONSTANTLY!"
Positive,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother's Day for the first time as a mother."
Positive,Best day at park for Mother's day -- love my Mum to bits!! Massive weekend tho -- wee bit weary but super content!
Positive,"Yes, I love tea. If that makes me typically English then so be it"
Positive,@juleswriteslove you're absolutely welcome.  i love you too and am happy i was able to help make that moment happen.
Positive,@mileycyruuus Hi  You are such a babe. Want to hang? I love you ! xD
Negative,Sleep is not coming easy. Sleeping pills. Need them. Maybe this is why my mind is soo wild lately. No sleep=craziness. Proven fact!
Positive,Back after a tea and a blog post. A few more awake I see - good morning
Negative,hairspray on tv!
Negative,[ I'm not sure what you mean by &quot;blowin this joint&quot;?? &quot;] rb@ladypn lol lol good one......  ? http://blip.fm/~5z2zo
Positive,@BB517  lol he does love spahkly gold things....
Positive,@camilleprats aaaw... that's very sweet of him. my girl friends gots to drag them hubbies just so we can &quot;nite-out&quot;. unless my beer. LoL
Positive,sittin by the fire...yes!
Negative,just came bak from dancing with my NEEWWWW cd  haha im dancing again
Positive,watchin my favie @themandymoore in because I said so..then catching up on much needed sleep!! goodnight
Positive,@ernalicious36 @raerosero thanks homskis! Its like christmas!
Positive,@mousebudden ten update away from 2000 whooo hoooo budden!
Positive,"Long day of dancin, travelin, and celebrating life  happy mothers day!!"
Positive,is the luckiest girl in the world &lt;3
Positive,"@katofawesome Praying for love in a lap dance, and paying in naivety. &lt;--One of my fav songs"
Positive,@tom_conrad you take such good photos.
Positive,"@MariahCarey The first thing she said means &quot;Your new album is really good&quot; and the second thing, &quot;Don't it's broken&quot;. I am Persian!"
Positive,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy
Positive,Dang baby i love you ma
Positive,"@StevenSmith1990 Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe"
Positive,just now i know how twitter exactly work
Negative,Just got home. :3 Was pleased with Star Trek.
Positive,@megspptc Okay will work on that too but please remind me again
Positive,is at the salon with my mom  happy mothers day mom!
Positive,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to @LuciIrene who became a mommy 2day
Positive,"[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad.  ? http://blip.fm/~5z309"
Negative,i had a vivid dream last night! i was crooning away
Positive,@lilmisssunstar will do! Tell my mommy I said the same n I love her mucho mucho!
Positive,The Star Trek movie was amazing! omg everyone has to go see it
Negative,"These nice boys realized that we were too short to see over them at the concert and moved   Ugggg, now it's time to pack.  Early flight."
Negative,@iantalbot It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning
Positive,HAPPY MOTHER'S DAY to all of the wonderful women out there.  Have a great and relaxful day.
Positive,"browsing thru adopting agencies, i'm gonna get some exotic kids"
Positive,"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album"
Positive,Happy Mother's Day to all the Mommiessss
Positive,@mattgarner haha what's up Matt ?
Positive,@KandyBee we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.
Positive,@TravelTweetie I will go to sleep now. Might be awakened early w/breakfast tray from my 'spark' &amp; my 'joper' w/their Dad's help
Positive,@nak1a &quot;If there's a camel up a hill&quot; and &quot;I'll give you plankton&quot; ....HILARIOUS!!
Positive,@Bern_morley LOL I love your kids
Negative,@davecandoit dude that honest to god happens to me all the time.. minus the trail mix.
Positive,Home. Tonight was fun  thanks!
Negative,Happy Mother's Day to the tweetin' mamas  Nite tweeple!
Positive,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties
Positive,@xoMusicLoverxo I'm using it in a story. I actually already wrote it but have to write the chapters before it.
Positive,@poptrashmusic How's your dog?
Positive,@misterchun tts ridiculously sweet of you
Positive,...definitely the first time I've felt alive again in years. Super happy
Negative,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16"
Positive,@camilleprats http://twitpic.com/4woj2 - omgssh  ang cute ng bby.!
Positive,"@trekkerguy Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight"
Positive,"@joyfrequencies Yes, but I'm quite rusty.  I'm hoping to get back to it and &quot;tune up&quot; my skills.  Tim plays guitar.  We threaten duets."
Positive,@daNanner Hi there! Nice to meet you
Negative,@freddyfierce google away
Positive,Happy Mother's Day to all the Mom's out there I happen to have the greatest Mom in the world  I love my Mom she's my best friend
Positive,@blp2008 lol yep  tell rhonda i said happy mother's day!
Positive,@laurenkel pancakes!! with lemon and sugar thanks!
Positive,"It's not my best writing, well i don't think. LOL. but it's some! I'd read it all if i were you!  It's pretty damn good after all! =}. LOL"
Negative,"@bubbalou1969 Morning Lou, I Have some housework to do then im off to Church"
Negative,rain drops keep falling on my head..
Positive,@tourscotland Enjoy - we know you will
Positive,HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!
Positive,Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool
Negative,"@JayceiiNc im disgusted as well and baron, spelling lessons homie!! haha it's &quot;effort&quot; and &quot;team&quot; r u shwasty? shloshed?  i love you"
Positive,@RisaRM I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.
Negative,"@HilzFuld Patience, it's worth it"
Positive,Wine..beer..and champagne..lets see how that goes for me tomorrow..lol
Positive,hahaha. tea at grandma's was sweat. yep.
Positive,"@boilerfan_98 Damn, that's my favorite part...lol...ok, i'll just keep in stock alot then"
Positive,"Took yesterday off &amp; treated myself to an outfit &amp; shoes, I have not treated myself in a while, my mothers day gift to me"
Positive,"Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/"
Positive,@WestEndActress Haha same as miine
Positive,"@troublebrother no, stay and play!!!"
Positive,Favorite little cartoon movie in the world
Positive,"is back from the play cafe, was great to enjoy a coffee while the boys played, have some Rose choccies for later when the boys are in bed"
Positive,tonight my bed has been the Enterprise and I was Mrs Kirk
Positive,I ate a foot long from subway like an hour ago! OMG! I'm happy and full. I hadn't ate since b-fast.  happy Lis.
Positive,@kayleelovexx love those panties
Positive,Happy Mothers Day Mommy!!! I love you &amp;&amp; your the best...
Positive,"Sasha's helped too, of course"
Negative,@DespinaCook or least for the firmware upgrade. just buying some time until I get my tax return really
Positive,Happy Mothers Day!!!  &lt;3
Positive,Can you tell that *Someone* has been reading Knowledge of the Holy by A.W. Tozer?    All his work should be required reading.
Positive,Happy Mother's day to all mum's in america
Positive,Wow Justin Timberlake on SNL tonight was hilarious! You gotta love that dude!
Positive,Happy Mother's Day to every single mom out there. I love my mommy
Positive,"@heycassadee thanks for following, it means a lot to me  i love hey monday!"
Negative,Happy Mother's Day. . .
Positive,"@MarshaCollier It was indeed, an excellent movie."
Negative,"http://twitpic.com/4woxf - Hehe, I flew a plane.. the pink t-shirt is me"
Positive,"http://twitpic.com/4woxi - Btw, concert was freaking awesome"
Negative,@captainludd I will have to see the unveiling of your new LR arrangement!  Is there an official event planned
Negative,rblpnqte @sheryonstone: &quot;sheesh I am sending one up to you @ladypn.  I think you could use it  lol&quot; RB DELUX... ? http://blip.fm/~5z36j
Positive,just finished my mothers day gift  ill post the link after she sees it!
Negative,Early morning walkies really aren't my thing... at least it's vaguely warm
Positive,Made coffee cake for her mom
Positive,"@tommcfly i saw you on tues and last niiiighht &lt;3 so amazzzing, didnt even notice you forgetting the wordddss"
Positive,says HAPPY MOTHER'S DAY!  http://plurk.com/p/sv70e
Positive,@paudevera Oh sure  I'M IN LOVE WITH THEM ?
Positive,i saw my credit-card statement. maybe i should receive the unholy Aiden fan package!! yaaaaay.
Positive,"@candyconquest Yes you are, thanks  Haha you do? Field of flowers don't exist in Singapore, well not ones that you can frolick in:S"
Negative,@rocketman528 How are you?
Positive,be back later!  HAPPY MOTHER'S DAY TO ALL THE MOTHERS IN THE WORLD! ï¿½ GOD LOVES US ALL!
Positive,@walkingthetalk So true Donna  Wish you a joyfull sunday ~Siddy
Positive,@CSI_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.
Negative,@tonyt787 I read them a couple of weeks ago  They work really well with the movie.
Negative,Just woke up from nap and then ate nasi padang and pisang cokelat
Positive,watching bruce all mighty at home
Positive,hey twitter  hows it going? let us know how your day is going
Negative,*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don't let the twitterbugz bite..
Positive,"it's amazing, makes my heart sing"
Positive,@rhettmatic happy birthday
Positive,"@alyandajfanatic YAY!! that's so cool  aww that woulda been sweet, no worries though! I'm just glad you had fun!!"
Positive,@amnitaleandra Ow. Okay.  It's good you're better now.
Positive,Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight
Negative,im such a sucker for great cottys
Positive,Happy Mother's Day to yall (and me too!!!) My damn son takin my coolness for a weakness... But it's all good. Keepin it all positive
Negative,Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story
Positive,"Out and about in Deal, Kent. More sunshine required me thinks  http://yfrog.com/0egwanj"
Negative,"Well twitts I was waiting on a response from @DawnRichard, but she's out partying and having a good time,so maybe some other day!"
Negative,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.
Positive,@heatherbond I'd love to!!
Positive,"@tyleigh Thanks! Hope you find a job soon!...OH, almost forgot: I landed a role in an indie flick!  My first audition ever lol."
Positive,"fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home"
Positive,@BB517  not even a little bit biKnightual  (ha ha... tweedeck doesn't see the spelling problem with BK....ha!) but love it anyway.
Positive,Good morning to another too late sleeper @DesignsbyValeri.  One of my excellent designers is Valerie (see @BooneWallbeds) picture
Positive,@djunity thanks!
Positive,"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA"
Positive,@trent_reznor Trent don't get mad at me but I keep thinking you're pretending to be engaged for some reason
Positive,a night alone with my piano...and a pro tools session... ill take that ANYTIME.
Negative,@janeybelle15 morning sounds like hard work
Positive,is going to watch the two davids. yey
Positive,@johndb10 LOLOL.. i think it's funny that about 190 people think you're lieing about being &quot;the REAL john barrowman&quot;
Positive,Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya
Positive,Today is another good day for some less extreme experiences... Anyone a fan of #24? I'm watching season 4 now
Positive,sweet nk dreams love you all
Positive,@ lovelytrinkets I like the way you worded that about Rocky Road
Positive,"@amedawg18 Haha, that's great. Yeah, Zachary Quinto as Spock is really awesome indeed!!!"
Positive,Romantic evening in with papa murphys and &quot;battle BC&quot; from the history channel
Negative,FINALLY GOT THE BIKE I WANTED!
Positive,YAY! My temperature went down!  I can have dinner with the family tonight.
Positive,Lying in bed with my most favorit girl in the world. happy mommys day to me.
Positive,"@trippingtracy if there's a pow wow in the chicago area, definitely check it out, they're so fun! Happy Mother's Day"
Positive,@thylady yay! welcome to the etsy-seller world
Positive,"@HockeyTShirt Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night."
Positive,@AniaRysz oh cool i can't wait!! yours are awesome!!!
Negative,"@joooo No, but Geek Minds Think Alike."
Negative,"No burgers to be found. New (old) camera to play with though, so that's excellent."
Positive,love new shoes  thanks wine lo
Negative,@iamoph Happy mothers day sharon
Positive,"@anna_007 Don't worry, they'll get bored of it! Just hang in there and don't give in!"
Positive,@sunmee hope the studyin went well
Positive,"Is finally home, fed and ready to go to bed and its only 2:45am.  That's gotta be a record"
Positive,Happy Mother's Day all of the mom's around the world!  I love mine more than anything in the world and can't wait to celebrate! WOO!
Positive,Hopes to find more mates that are on this thing
Positive,second song is coming along nicley
Positive,@lexxie_couper  I've heard that. 2 of my sons have seen it and one wants to see it again. I can't wait to get there
Positive,@krystynchong Love to see that!
Positive,@shaki_sm I'll have a look. Do you live in the centre of Glasgow? I was born on Bellshill &amp; grew up in Bothwell. I miss Tunnocks pies
Positive,@scottiejen knackered! been awake since 5 as couldn't sleep! just started work now. coffee and toast sounds awesome  chris has been busy!
Positive,In bed after a good last saturday in ec. I'm gonna miss this place but can't wait til summer
Negative,stilll awakee :] and its 3am
Negative,Oh thank god!  so sad that I'm this happy.
Positive,@RetroRewind hey dave im just up in the UK and first thing i done was put RR on  could u play ill be there new kids on the block thanks
Positive,Seriously though. Amazing night.
Positive,going to bed. good night everyone! i love you all (or should i say good morning?)  sweet dreams
Negative,@dcal44 Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. &gt;140 char soon
Positive,@AmyQcoocachoo THANK YYYYYYYYYOOOOOOOOOOUUUUU!
Negative,@TaoGem I hope you didn't take that quote personally!! I've been throwing them out here and there all day-guess I shoulda waited a bit
Positive,"@cookiedorksx3 Me too,but i'm goitn to go to shower!And cleanin' up my room and later eat somethin'"
Positive,@celia_brads i've finished  lol
Negative,happy 4 all of U who R celebrating mothers day w/ yr moms  i lost MY mom 2 cancer sevrl years ago...
Positive,@penitch awwww..... thought it'd be a &quot;yummy&quot; experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-)
Negative,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win"
Negative,"@SteamyDarcy Apple's ads aside, I'd rather have recommendations from real people who have real experience with the iPhone apps I seek."
Positive,I'm calling your room-mate!!!
Positive,@tommcfly AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! &lt;333333333
Positive,"o, and happy mothers day"
Positive,"I quite enjoy this Lady Gaga person. She's of Italian heritage, apparently.  ? http://blip.fm/~5z3co"
Positive,@XKirstyxo Really? A good distraction now. I'll check it right. now.
Positive,@Bassisland that is really brilliant!
Positive,Morning everybody
Positive,@SOLAMAYA Went to your site! Would love to help &amp; work with you! I will do whatever I can to help support your cause! Awesome!!!!
Negative,"No phone call yett... Hrmm. Maybe a call from my end is in order?  I'll wait a bit longer, Prom nights are often 'spuratic' moments."
Positive,"@ALLyannaaa oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)"
Positive,"@love_the_game GIRL!  Work it! Hope you had the Slammer, and had fun with the Moldovan! I want to hear details!!!"
Positive,Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day
Positive,I Love You MOM....alwayyyyyyyssssssss
Positive,@BrendaSimons do i wanna kno wat u mean by more than fine? Lol now i'm curious lol. I may have money by then  tis good too.
